bhk,type,locality,area,region,status,age,price_cr,price_per_sqft,area_scaled,price_per_sqft_scaled
2,0,Ayodhya Construction Co Saffron Residency Phase 1,681,Kurla,1,0,1.75,25697.503671071954,-0.5730643638727783,1.6643679077519569
2,0,Venus Skky City Phase I,810,Dombivali,1,0,0.4575,5648.148148148148,-0.20605761602151446,-1.1439495606251182
2,0,Reputed Builder Rajesh Residency,1050,Kamothe,0,1,0.77,7333.333333333333,0.47674563579479035,-0.9079053153328055
2,0,Lodha Upper Thane Woodlands E And F,613,Anjurdive,1,0,0.72,11745.513866231648,-0.7665252852207313,-0.28989025494822845
2,0,Sataym Madhavi Residency,1200,Ulwe,0,1,0.98,8166.666666666667,0.9034976681799809,-0.791180139089354
2,0,Runwal Bliss,867,Kanjurmarg,0,0,1.99,22952.710495963092,-0.043891843715142057,1.2799041472122716
2,0,Satyam 17 West,1250,Sanpada,0,1,2.25,18000.0,1.045748345641711,0.5861769405833718
2,0,Krishna Residency,900,Andheri East,0,0,2.2,24444.444444444445,0.04999360340959985,1.4888516368660623
2,0,Sunteck West World,570,Naigaon East,1,0,0.465,8157.894736842105,-0.8888608678378193,-0.7924088251550747
2,0,Amar Vinay Heritage,970,Mira Road East,1,0,0.79,8144.329896907217,0.24914455185602208,-0.7943088551536115
2,0,VL Savli Eastern Groves Phase 1A,906,Vikhroli,1,2,1.25,13796.909492273731,0.06706368470500747,-0.0025508357544595382
2,0,Aurum Q Residences R1,1200,Ghansoli,0,1,1.8,15000.0,0.9034976681799809,0.16596630610694696
2,0,Tridhaatu Aum,865,Chembur,1,0,2.33,26936.416184971098,-0.04958187081361126,1.8379026455940708
2,0,Lokhandwala Riviera Tower,995,Kandivali East,0,1,1.7,17085.42713567839,0.32026989058688715,0.4580725260528702
2,0,Cidco NRI Complex,1115,Seawoods,0,1,2.49,22331.838565022426,0.6616715164950395,1.1929384845358784
2,0,Akshar Green World,1050,Airoli,0,1,1.15,10952.380952380952,0.47674563579479035,-0.4009845499326739
2,0,Juhi Niharika absolute,640,Kharghar,1,0,0.9978,15590.625,-0.689709919391397,0.2486952747694931
2,0,Hiranandani Castle Rock,999,Powai,0,1,3.41,34134.13413413413,0.3316499447838256,2.8460885209941207
2,0,Moral Orchid,1060,Ulwe,1,0,0.82,7735.849056603773,0.5051957712871363,-0.8515248528454027
2,0,Vaibhavlaxmi Royal Stone,636,Vikhroli,1,0,1.26,19811.32075471698,-0.7010899735883355,0.8398890217766848
2,0,Lodha Codename Crown Jewel,760,Thane West,0,0,1.13,14868.421052631576,-0.3483082934832446,0.1475360151211385
2,0,Lodha Lodha Codename Never Before,740,Malad West,1,0,2.39,32297.297297297297,-0.4052085644679367,2.588802396781829
2,0, Asha Nagar,950,Mulund West,0,1,1.75,18421.052631578947,0.19224428087133003,0.6451538717379577
2,0,Bhagwati Bhagwati Greens 2,1250,Kharghar,0,0,1.5,12000.0,1.045748345641711,-0.2542443283694779
2,0,Dosti West County,711,Thane West,1,0,0.9732999999999999,13689.17018284107,-0.4877139573957402,-0.017641903612709748
2,0,Shapoorji Pallonji Orion Northern Lights,618,Thane West,1,0,1.35,21844.660194174758,-0.7523002174745583,1.1246993070968483
2,0,Sandu Aarambh,835,Mulund West,0,0,2.0,23952.095808383234,-0.13493227729064936,1.419888259285101
2,0,Ashar Maple B Wing,887,Mulund West,1,2,1.45,16347.237880496054,0.013008427269550009,0.3546742009582538
2,0,DSS Mahavir Millennium,1025,Thane West,0,2,1.25,12195.121951219513,0.4056202970639253,-0.22691355539540137
2,0,Paras EL Signora Building 3,947,Andheri West,0,0,2.28,24076.02956705385,0.1837092402236262,1.4372476870731103
2,0,GNC Shree Shashwat II,1050,Mira Road East,0,0,0.9315000000000001,8871.428571428572,0.47674563579479035,-0.6924639900377494
2,0,Romell Empress,850,Borivali West,0,1,1.5,17647.058823529413,-0.09225707405213031,0.5367403953508514
2,0,Hiranandani Woodrose,1100,Thane West,0,2,1.75,15909.09090909091,0.6189963132565205,0.293302862008894
2,0,RNA NG Ocean Pearl,855,Mira Road East,1,0,0.79,9239.766081871345,-0.0780320063059573,-0.6408708770495414
2,0,Godrej Ascend Phase 1,581,Thane East,1,0,1.18,20309.810671256455,-0.8575657187962386,0.909712609813069
2,0,Paradise Sai Pearls,1220,Kharghar,0,1,1.1,9016.393442622952,0.9603979391646729,-0.6721587298706216
2,0,Aims Sea View,1050,Mira Road East,0,1,0.85,8095.238095238095,0.47674563579479035,-0.8011851541959356
2,0,JP North Celeste,1053,Mira Road East,0,0,0.9358,8886.98955365622,0.4852806764424942,-0.6902843599660974
2,0,Piramal Vaikunth Thane,994,Thane West,1,0,1.05,10563.38028169014,0.31742487703765254,-0.4554719561469208
2,0,Lodha Codename Crown Jewel,700,Thane West,0,1,0.89,12714.285714285714,-0.5190091064373208,-0.15419417730366253
2,0,Unique Ivana,995,Mira Road East,0,0,0.855,8592.964824120603,0.32026989058688715,-0.7314684660160709
2,0,Strawberry The Address Building No 2,1090,Mira Road East,0,0,0.9658,8860.550458715596,0.5905461777641745,-0.6939876895860914
2,0,Bhoomi Acres L wing,581,Thane West,0,0,1.17,20137.693631669536,-0.8575657187962386,0.8856041396767279
2,0,SGE Nirvaana Heights,587,Vikhroli,1,0,1.12,19080.068143100514,-0.840495637500831,0.7374623138133855
2,0,Arihant Anmol,930,Badlapur East,0,2,0.31,3333.3333333333335,0.13534400988663794,-1.4681861613013718
2,0,Shapoorji Pallonji Alpine Shapoorji Pallonji,1260,Kandivali East,0,1,2.7,21428.571428571428,1.074198481134057,1.0664176656992859
2,0,Reputed Builder Hiranandani Complex,1380,Kharghar,0,1,1.75,12681.159420289856,1.4156001070422095,-0.15883418430961319
2,0,Best Harmony Residency,880,Ghatkopar East,1,2,1.4,15909.09090909091,-0.0069066675750922134,0.293302862008894
2,0,Unique Ivana,1090,Mira Road East,0,0,0.86,7889.908256880734,0.5905461777641745,-0.8299457480802984
2,0,Maitree Avalon Paradise,800,Malad West,0,1,1.35,16875.0,-0.23450775151386047,0.42859795265471246
2,0,Ashtavinayak Developer Heights,1080,Taloja,0,1,0.65,6018.518518518518,0.5620960422718284,-1.0920717045169175
2,0,Shree Ramdev Ritu Heights,990,Bhayandar West,0,1,0.8256,8339.39393939394,0.30604482284071416,-0.7669861934679841
2,0,Dotom Blumen,584,Vikhroli,1,0,1.48,25342.465753424658,-0.8490306781485348,1.6146376715393707
2,0,Sethia Pride Wing A,980,Kandivali East,1,0,1.34,13673.469387755102,0.2775946873483681,-0.019841117300996053
2,0,Lodha Woods,942,Kandivali East,1,2,1.53,16242.03821656051,0.1694841724774532,0.3399388617818999
2,0,Mahindra Alcove,692,Andheri East,1,0,1.85,26734.104046242774,-0.5417692148311977,1.809564741534967
2,0,Cosmos Empress Park,1000,Thane West,0,1,0.92,9200.0,0.3344949583330602,-0.6464409205474744
2,0,Aditya Shreesandesh Heights,535,Thane West,1,0,1.16,21682.242990654206,-0.9884363420610304,1.1019494950497624
2,0,Lodha Codename Premier,729,Dombivali,1,0,0.5799,7954.732510288066,-0.43650371350951733,-0.8208658011957133
2,0,Lodha Palava Lakeshore Greens,1020,Dombivali,0,1,0.57,5588.235294117646,0.3913952293177522,-1.1523415667602683
2,0,JSB Nakshatra Aarambh,990,Naigaon East,1,0,0.4857,4906.060606060606,0.30604482284071416,-1.2478939195910037
2,0,Platinum Life,850,Andheri West,1,0,1.76,20705.882352941175,-0.09225707405213031,0.9651904540326959
2,0,Satyam Harmony,1250,Koper Khairane,1,0,1.4,11200.0,1.045748345641711,-0.36630049756319116
2,0,Nisarg Greens,1030,Ambernath East,0,2,0.56,5436.893203883496,0.41984536481009826,-1.1735400853470284
2,0,Lodha Upper Thane,558,Anjurdive,1,0,0.701,12562.724014336918,-0.9230010304286345,-0.17542345666959885
2,0,Swastik Pushkar Accord,800,Kandivali East,0,1,1.25,15625.0,-0.23450775151386047,0.2535101882895355
2,0,Raj Akshay,1071,Mira Road East,1,0,1.08,10084.033613445377,0.536490920328717,-0.5226141453460182
2,0,Satyam Harmony,496,Koper Khairane,1,0,1.3,26209.677419354837,-1.0993918704811798,1.7361081929946631
2,0,Amar Vinay Heritage,554,Mira Road East,1,0,0.8035,14503.61010830325,-0.9343810846255729,0.0964368689944219
2,0,Dosti West County,810,Thane West,0,1,1.1,13580.246913580248,-0.20605761602151446,-0.03289880897448858
2,0,Rustomjee Virar Avenue L1 L2 And L4 Wing C And D,512,Virar,1,2,0.32409999999999994,6330.078124999999,-1.0538716536934263,-1.048431484544648
2,0,Nisarg Greens Phase II A,900,Ambernath East,1,2,0.4551,5056.666666666667,0.04999360340959985,-1.2267984968299144
2,0,Swaminarayan City Phase 1A,700,Dombivali,1,0,0.65,9285.714285714286,-0.5190091064373208,-0.6344349024195765
2,0,SD Siennaa Wing E,695,Kandivali East,1,2,2.01,28920.863309352513,-0.5332341741834938,2.1158645740011477
2,0,Lodha Bellagio,975,Powai,1,2,2.25,23076.923076923078,0.2633696196021951,1.2973026296973218
2,0,Elite The Crown,646,Chembur,1,0,1.42,21981.42414860681,-0.6726398380959894,1.1438558631186475
2,0,Om Paraiso,496,Shil Phata,1,0,0.635,12802.41935483871,-1.0993918704811798,-0.14184927963183191
2,0,Kabra Divine Towers,854,Malad West,1,2,1.9,22248.24355971897,-0.0808770198551919,1.1812293144633363
2,0,RNA NG Complex,880,Kanjurmarg,0,1,1.35,15340.90909090909,-0.0069066675750922134,0.21371751457017693
2,0,HDIL HDIL Metropolis,1250,Andheri West,0,2,2.65,21200.0,1.045748345641711,1.034401617358225
2,0,Kakad Paradise Phase 2,1000,Mira Road East,1,0,0.9,9000.0,0.3344949583330602,-0.6744549628459028
2,0,JP Codename Dream Home Tower B,1010,Mira Road East,0,1,0.94,9306.930693069307,0.36294509382540624,-0.6314631157542553
2,0,Laxmi Laxmi Icon,1260,Seawoods,0,1,2.5,19841.26984126984,1.074198481134057,0.8440839966641405
2,0,Aakar Residency,980,Taloja,0,1,0.55,5612.244897959184,0.2775946873483681,-1.1489785364723417
2,0,Neel Sidhi Anexo,1100,Ghansoli,1,0,1.1,10000.0,0.6189963132565205,-0.5343847513537611
2,0,Kanakia Paris,1090,Bandra Kurla Complex,0,2,2.98,27339.449541284404,0.5905461777641745,1.8943556130512633
2,0,Chandak Nishchay Wing E,497,Borivali East,1,0,1.2,24144.86921529175,-1.0965468569319452,1.4468900711608375
2,0,Reputed Builder Humlog housing,1230,Chembur,0,1,1.78,14471.544715447155,0.988848074657019,0.09194546263549006
2,0,Quality Planet,1050,Taloja,0,0,0.56,5333.333333333334,0.47674563579479035,-1.1880457383170886
2,0,Arihant Arihant Aarohi,1716,Dombivali,0,0,1.04,6060.606060606061,2.3715246595850363,-1.0861764935955311
2,0,Hans Top In Town,1031,Malad East,1,0,1.32,12803.103782735208,0.4226903783593329,-0.1417534116716183
2,0,Ashar Ashar Metro Towers,639,Thane West,1,0,1.05,16431.924882629108,-0.6925549329406316,0.36653632725766616
2,0,Kalpataru Paramount E,611,Thane West,1,0,1.22,19967.266775777414,-0.7722153123192005,0.8617324139279777
2,0,Shiv Residency,970,Panvel,0,0,0.66,6804.123711340206,0.24914455185602208,-0.9820318190090591
2,0,Kalpataru Park Riviera,1120,Panvel,1,0,0.93,8303.57142857143,0.6758965842412126,-0.7720038601350727
2,0,Akar Pinnacle,741,Borivali East,0,2,1.35,18218.623481781375,-0.4023635509187021,0.6167995779136374
2,0,Runwal Forest Tower 5 To 8,700,Kanjurmarg,0,1,1.6,22857.14285714286,-0.5190091064373208,1.266517967830917
2,0,Runwal Gardens,606,Dombivali,1,0,0.6429,10608.910891089108,-0.7864403800653735,-0.44909447405904135
2,0,Neelam Solstice Phase I,1150,Ghatkopar East,0,0,2.09,18173.91304347826,0.7612469907182506,0.6105369773646138
2,0,ACME Eucalyptia,565,Thane West,1,0,1.25,22123.893805309734,-0.9030859355839923,1.1638116180642388
2,0,MICL Aaradhya Highpark,855,Bhayandar East,0,1,1.38,16140.350877192981,-0.0780320063059573,0.32569549465061703
2,0,Krishnaraj Vrindavan Complex,455,Palghar,0,0,0.207,4549.450549450549,-1.2160374259997986,-1.297844365640599
2,0,Relcon Vile Parle Kalpavriksha Cooperative Housing Society Limited,904,Ville Parle East,0,0,2.67,29535.398230088496,0.06137365760653826,2.2019426103179436
2,0,Concrete Sai Saakshaat,1100,Kharghar,0,1,1.55,14090.90909090909,0.6189963132565205,0.03862975020499992
2,0,Allure 36 Allure,900,Goregaon West,1,0,1.7,18888.88888888889,0.04999360340959985,0.7106837952430535
2,0,Paradise Sai World City Panvel,1664,Panvel,1,2,1.01,6069.711538461538,2.2235839550248366,-1.0849010873865774
2,0,Shree Adinath Symphony,755,Boisar,0,0,0.24050000000000002,3185.430463576159,-0.36253336122941765,-1.488902947548554
2,0,JP North Barcelona,1188,Mira Road East,1,0,0.925,7786.195286195286,0.8693575055891656,-0.8444728458186874
2,0,Runwal Gardens Phase 2 Bldg No 18 To 23,566,Dombivali,1,2,0.5403,9545.936395759718,-0.9002409220347577,-0.5979855364305815
2,0,Vardhman Grandeur,957,Andheri West,1,0,1.82,19017.76384535005,0.21215937571597224,0.7287353376506088
2,0,Arkade Earth,678,Kanjurmarg,0,0,1.71,25221.2389380531,-0.5815994045204821,1.5976574058717574
2,0,Sahajanand Pramukh Heights,920,Andheri West,0,1,1.72,18695.652173913044,0.10689387439429192,0.68361708770834
2,0,Shapoorji Pallonji Sarova,800,Kandivali East,0,2,0.98,12250.0,-0.23450775151386047,-0.21922677549644248
2,0,Bombay Sahil Exotica,850,Powai,0,0,2.0,23529.41176470588,-0.09225707405213031,1.3606828158928606
2,0,JK Iris Mira Road East 2nd Phase,567,Mira Road East,1,0,0.84,14814.814814814816,-0.8973959084855231,0.1400273780528468
2,0,Oasis Apartment,1100,Belapur,0,0,1.35,12272.727272727272,0.6189963132565205,-0.2160433615988939
2,0,Reputed Builder Ravi Estate,1065,Thane West,0,2,1.3,12206.57276995305,0.5194208390333094,-0.22530963679363655
2,0,Navkarmik Shiv Lilam,1010,Borivali East,0,0,1.87,18514.851485148516,0.36294509382540624,0.6582922969951677
2,0,Pratik Swarna,975,Mira Road East,0,1,0.85,8717.948717948719,0.2633696196021951,-0.7139619455744554
2,0,Prithvi Prithvi Pride Phase I,890,Mira Road East,1,0,0.74,8314.606741573034,0.021543467917253818,-0.7704581415090559
2,0,Royal Palms Garden View,974,Goregaon East,0,1,0.75,7700.205338809035,0.2605246060529605,-0.8565174759352777
2,0,Reputed Builder Rajesh Residency,1075,Kamothe,0,1,0.84,7813.953488372093,0.5478709745256555,-0.8405847485691406
2,0,Dedhia Aagman Recidency,1000,Mulund West,1,1,2.24,22400.000000000004,0.3344949583330602,1.2024858711487953
2,0,Spenta Countdown X,531,Chembur,1,0,1.25,23540.48964218456,-0.9998163962579688,1.362234496534183
2,0,KK Dosti Oro 67,851,Kandivali West,0,0,1.48,17391.304347826088,-0.08941206050289571,0.5009168118490248
2,0,Lalani Velentine Apartment 1 Wing D,607,Goregaon East,1,0,1.37,22570.016474464584,-0.7835953665161389,1.2263001146841976
2,0,Everest World Phase 3,650,Thane West,0,1,0.85,13076.923076923076,-0.6612597838990509,-0.10339948522409471
2,0,Maitri Park,746,Bhiwandi,0,0,0.276,3699.731903485255,-0.3881384831725291,-1.4168646360897739
2,0,Strawberry The Address,1060,Mira Road East,1,0,1.04,9811.32075471698,0.5051957712871363,-0.5608130931447314
2,0,Aristo Pearl Residency,1450,Prabhadevi,0,1,5.15,35517.24137931035,1.6147510554886317,3.039820645342267
2,0,Triveni Laurel,1050,Kalyan West,0,1,1.07,10190.47619047619,0.47674563579479035,-0.5077047110695436
2,0,Swaminarayan City Phase 1A,715,Dombivali,1,0,0.6639,9285.314685314685,-0.47633390319880176,-0.634490874532061
2,0,Reputed Builder Kalpatru Tower,950,Kandivali East,0,1,2.3,24210.526315789473,0.19224428087133003,1.4560866751135144
2,0,Squarefeet Grand Square,800,Thane West,0,1,0.7,8750.0,-0.23450775151386047,-0.7094725157189381
2,0,Lodha Exotica,1593,Dombivali,0,1,0.95,5963.5907093534215,2.02158799302918,-1.0997654543634727
2,0,Runwal Lily at Runwal Forest,810,Kanjurmarg,0,1,1.68,20740.74074074074,-0.20605761602151446,0.9700730757840562
2,0,Triumph Omkareshwar,545,Borivali East,1,0,1.34,24587.155963302754,-0.9599862065686843,1.5088412694949103
2,0,Rassaz Green Tower B And B1,976,Mira Road East,1,0,0.92,9426.22950819672,0.2662146331514297,-0.6147529054885966
2,0,Runwal Gardens,497,Dombivali,1,0,0.5,10060.36217303823,-1.0965468569319452,-0.5259298090101711
2,0,JP Codename Dream Home Tower C,880,Mira Road East,0,0,0.8326,9461.363636363636,-0.0069066675750922134,-0.6098316607256647
2,0,Paradise Sai Suncity,716,Taloja,1,0,0.605,8449.720670391062,-0.47348888964956715,-0.7515327049239806
2,0,Aristo Pearl Residency,1500,Prabhadevi,0,1,4.8,32000.0,1.7570017329503618,2.5471599014733544
2,0,Marigold Mari Gold 4,900,Mira Road East,0,1,0.75,8333.333333333334,0.04999360340959985,-0.7678351038406638
2,0,JP North Celeste,1053,Mira Road East,0,1,0.89,8452.041785375119,0.4852806764424942,-0.7512075858572662
2,0,Hiray Developers Oleander,1020,Ulwe,1,0,0.85,8333.333333333334,0.3913952293177522,-0.7678351038406638
2,0,JP Codename Highway Touch,703,Jogeshwari East,0,0,1.3,18492.17638691323,-0.510474065789617,0.6551161911897461
2,0,Swaraj Homes Nirlac Solitaire Society,755,Thane West,0,1,1.1,14569.53642384106,-0.36253336122941765,0.10567118195470065
2,0,Lodha Codename Premier,656,Dombivali,1,0,0.6849,10440.548780487803,-0.6441897026036434,-0.4726769904982295
2,0,Godrej Emerald,790,Thane West,1,0,1.1,13924.050632911392,-0.26295788700620654,0.01525785070400976
2,0,Neelsidhi Joya,1175,Ulwe,0,1,0.82,6978.723404255318,0.8323723294491158,-0.9575756030959763
2,0,Shree Saibaba Ashok Nagar,969,Thane West,0,1,0.8795000000000001,9076.367389060888,0.24629953830678747,-0.6637581665090415
2,0,Godrej Tranquil,1201,Kandivali East,0,1,1.65,13738.551207327228,0.9063426817292154,-0.010725093069234986
2,0,Tricity Panache,950,Seawoods,0,1,1.8,18947.36842105263,0.19224428087133003,0.7188750356811899
2,0,Shashwat Shree Shashwat Building No 19,980,Mira Road East,0,0,0.91,9285.714285714286,0.2775946873483681,-0.6344349024195765
2,0,Tata Serein Phase 1,1123,Thane West,1,0,1.69,15048.975957257346,0.6844316248889164,0.17282637879801346
2,0,Dosti West County Phase 4 Dosti Pine,556,Thane West,1,0,0.7209,12965.827338129497,-0.9286910575271037,-0.11896068885278713
2,0,Progressive Prive,1250,Ulwe,0,1,0.88,7040.0,1.045748345641711,-0.9489925773705004
2,0,Gurukrupa Jayantam,873,Ghatkopar East,1,2,1.25,14318.4421534937,-0.026821762419734437,0.0705003544026808
2,0,Runwal Forest Tower 5 To 8,950,Kanjurmarg,0,1,1.62,17052.63157894737,0.19224428087133003,0.45347884548555367
2,0,Ashar Ashar Sapphire,900,Thane West,0,1,1.35,15000.0,0.04999360340959985,0.16596630610694696
2,0,Om Shivam Arjun,1075,Kamothe,0,1,0.9,8372.093023255815,0.5478709745256555,-0.762406025875852
2,0,Pushpak Larkins 315 Fio A,1050,Thane West,1,0,1.33,12666.666666666666,0.47674563579479035,-0.1608641873747169
2,0,Evershine City,925,Vasai,0,2,0.65,7027.027027027027,0.12111894214046494,-0.9508097044385065
2,0,Ishwar Gracia,1230,Seawoods,0,1,1.75,14227.642276422765,0.988848074657019,0.057781996417894534
2,0,Reputed Builder Samriddhi,880,Mira Road East,0,0,0.96,10909.09090909091,-0.0069066675750922134,-0.4070481954518141
2,0,Lokhandwala Octacrest,1090,Kandivali East,0,1,1.62,14862.38532110092,0.5905461777641745,0.14669058892912953
2,0,Sonam Indraprasth,1280,Mira Road East,0,0,1.4,10937.5,1.131098752118749,-0.4030689280798784
2,0,Shapoorji Pallonji Northern Lights,1238,Thane West,1,2,1.39,11227.78675282714,1.0116081830508958,-0.3624084012180138
2,0,JP North Imperia Tower 2,855,Mira Road East,1,0,0.735,8596.491228070176,-0.0780320063059573,-0.7309745218690475
2,0,Tanvi Eminence Phase 2,1110,Mira Road East,0,1,0.95,8558.558558558558,0.6474464487488666,-0.7362877589100014
2,0,Terraform Everest World,800,Thane West,0,2,0.9,11250.0,-0.23450775151386047,-0.3592969869885841
2,0,Welcome C G Park,700,Bhiwandi,0,0,0.265,3785.714285714286,-0.5190091064373208,-1.4048210656263553
2,0,Platinum Liviano,1000,Kamothe,0,1,0.86,8600.0,0.3344949583330602,-0.7304830474427594
2,0,Dosti Planet North,669,Shil Phata,0,0,0.6617000000000001,9890.88191330344,-0.6072045264635935,-0.5496689448349662
2,0,NVN ODC 1,985,Goregaon West,1,0,1.35,13705.583756345177,0.2918197550945411,-0.015342850900647633
2,0,Reputed Builder Geetanjali CHS,1000,Andheri West,0,1,0.8,8000.0,0.3344949583330602,-0.8145251743380444
2,0,Today Mangalam,875,Panvel,1,0,0.5999,6856.0,-0.021131735321265232,-0.9747654962850544
2,0,Hiranandani Castle Rock A And B Wing,1250,Powai,0,1,3.5,28000.0,1.045748345641711,1.986879055504788
2,0,Romell Orbis,750,Andheri East,1,0,1.65,22000.0,-0.37675842897559064,1.1464577865519383
2,0,DLH Leo Tower,660,Jogeshwari West,1,0,1.95,29545.454545454544,-0.632809648406705,2.2033512005380977
2,0,Sheth Auris Bliss,880,Malad West,1,2,1.7,19318.18181818182,-0.0069066675750922134,0.7708149466411951
2,0,Paras EL Signora Building 3,947,Andheri West,0,0,2.23,23548.0464625132,0.1837092402236262,1.363292981955824
2,0,Mahindra Vicino A1 A2,1235,Andheri East,1,0,2.31,18704.453441295547,1.003073142403192,0.6848498830920061
2,0,Hubtown The Premiere Residences Beverly,926,Andheri West,1,0,2.57,27753.77969762419,0.12396395568969953,1.9523909256773495
2,0,Ajmera Zeon,1192,Wadala,0,1,2.9,24328.859060402683,0.880737559786104,1.4726615676779322
2,0,Neelam Solstice Phase I,1100,Ghatkopar East,1,0,2.11,19181.81818181818,0.6189963132565205,0.7517144632559025
